PeakID (cmd=annotatePeaks.pl ./homer_results/mouse_specific_peaks_conservative/peaks_homer.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr17:28058173-28058789:349	chr6	35086018	35086018	+	-1	NA	intron (NM_015245, intron 22 of 23)	intron (NM_015245, intron 22 of 23)	55321	NM_001366325	6954		NM_018679	ENSG00000124678	TCP11	D6S230E|FPPR	t-complex 11	protein-coding
chr17:24634799-24635453:419	chr16	2044158	2044158	+	-1	NA	intron (NM_001318193, intron 2 of 4)	intron (NM_001318193, intron 2 of 4)	3676	NM_002528	4913		NM_002528	ENSG00000065057	NTHL1	FAP3|NTH1|OCTS3|hNTH1	nth like DNA glycosylase 1	protein-coding
chr6:72235121-72235867:156	chr2	85754124	85754124	+	-1	NA	5' UTR (NM_032827, exon 1 of 3)	5' UTR (NM_032827, exon 1 of 3)	133	NM_032827	84913		NM_032827	ENSG00000168874	ATOH8	HATH6|bHLHa21	atonal bHLH transcription factor 8	protein-coding
chr2:170258327-170258812:254	chr20	53791053	53791053	+	-1	NA	Intergenic	Intergenic	84656	NR_002189	391257		NR_002189		SUMO1P1	PIC1L|UBL2|UBL6	SUMO1 pseudogene 1	pseudo
chr18:12358851-12359529:112	chr18	23694614	23694614	+	-1	NA	intron (NM_198129, intron 1 of 74)	MIR|SINE|MIR	5161	NR_130106	3909		NM_000227	ENSG00000053747	LAMA3	BM600|E170|JEB2A|JEB2B|JEB2C|LAMNA|LOCS	laminin subunit alpha 3	protein-coding
chr12:79879445-79880248:299	chr14	68539636	68539636	+	-1	NA	intron (NM_001321818, intron 10 of 10)	intron (NM_001321818, intron 10 of 10)	89151	NR_135816	100996664		NR_135816		LOC100996664	-	uncharacterized LOC100996664	ncRNA
chr15:73595809-73596243:299	chr8	141235565	141235565	+	-1	NA	intron (NM_001286646, intron 2 of 8)	intron (NM_001286646, intron 2 of 8)	-6991	NM_001286648	57210		NM_001080431	ENSG00000022567	SLC45A4	-	solute carrier family 45 member 4	protein-coding
chr2:92349979-92350482:207	chr11	45948069	45948069	+	-1	NA	intron (NR_147890, intron 13 of 18)	intron (NR_147890, intron 13 of 18)	25413	NM_001300721	120071		NM_152312	ENSG00000165905	LARGE2	GYLTL1B|PP5656	LARGE xylosyl- and glucuronyltransferase 2	protein-coding
chr7:72210186-72210900:262	chr15	94359524	94359524	+	-1	NA	intron (NM_001385002, intron 11 of 23)	intron (NM_001385002, intron 11 of 23)	3594	NM_001159644	55784		NM_018349	ENSG00000140563	MCTP2	-	multiple C2 and transmembrane domain containing 2	protein-coding
chr11:8589472-8589896:262	chr7	47494835	47494835	+	-1	NA	intron (NM_022748, intron 3 of 30)	intron (NM_022748, intron 3 of 30)	-30032	NR_145813	109623468		NR_145813		SNORD151	-	small nucleolar RNA, C/D box 151	snoRNA
chr12:40415410-40415995:122	chr7	112253571	112253571	+	-1	NA	intron (NM_021994, intron 1 of 11)	intron (NM_021994, intron 1 of 11)	46876	NM_021994	11179		NM_021994	ENSG00000198839	ZNF277	NRIF4|ZNF277P	zinc finger protein 277	protein-coding
chr5:66849057-66849594:260	chr4	41478733	41478733	+	-1	NA	intron (NM_001330787, intron 1 of 26)	intron (NM_001330787, intron 1 of 26)	-59424	NM_001330786	22998		NM_014988	ENSG00000064042	LIMCH1	LIMCH1A|LMO7B	LIM and calponin homology domains 1	protein-coding
chr4:95082319-95083117:649	chr1	58825215	58825215	+	-1	NA	intron (NR_108106, intron 1 of 1)	intron (NR_108106, intron 1 of 1)	40064	NR_108106	100131060		NR_034014		JUN-DT	LINC01135	JUN divergent transcript	ncRNA
chr16:34861794-34862451:328	chr3	123750745	123750745	+	-1	NA	intron (NM_001321309, intron 4 of 32)	intron (NM_001321309, intron 4 of 32)	61101	NR_046629	100873940		NR_046629	ENSG00000250174	MYLK-AS2	-	MYLK antisense RNA 2	ncRNA
chr2:52994501-52994922:183	chr2	152494139	152494139	+	-1	NA	intron (NM_052905, intron 1 of 25)	intron (NM_052905, intron 1 of 25)	158965	NM_052905	114793		NM_052905	ENSG00000157827	FMNL2	FHOD2	formin like 2	protein-coding
chr13:5592387-5592971:272	chr10	4044154	4044154	+	-1	NA	Intergenic	Intergenic	-7572	NR_120632								
chr11:114468391-114468770:157	chr17	74012633	74012633	+	-1	NA	Intergenic	Intergenic	-184096	NR_027146	283982		NM_182564		LINC00469	C17orf54	long intergenic non-protein coding RNA 469	ncRNA
chr16:23214199-23214729:270	chr3	186920472	186920472	+	-1	NA	Intergenic	MIRb|SINE|MIR	-10054	NM_173216	6480		NM_003032	ENSG00000073849	ST6GAL1	CDw75|SIAT1|ST6GalI|ST6N	ST6 beta-galactoside alpha-2,6-sialyltransferase 1	protein-coding
chr1:72631426-72631736:167	chr2	216480450	216480450	+	-1	NA	intron (NM_014140, intron 17 of 17)	intron (NM_014140, intron 17 of 17)	-18394	NM_000998	6168		NM_000998	ENSG00000197756	RPL37A	L37A|eL43	ribosomal protein L37a	protein-coding
chr1:51893542-51893973:159	chr2	191266004	191266004	+	-1	NA	intron (NM_001330237, intron 1 of 29)	intron (NM_001330237, intron 1 of 29)	20600	NM_012223	4430		NM_012223	ENSG00000128641	MYO1B	MMI-alpha|MMIa|MYH-1c|myr1	myosin IB	protein-coding
chr11:55405538-55406601:838	chr5	151672976	151672976	+	-1	NA	intron (NM_003118, intron 4 of 9)	intron (NM_003118, intron 4 of 9)	-3969	NR_109873	101927096		NR_109873	ENSG00000249035	CLMAT3	CTB-113P19.1|SPARC-AS1	colorectal liver metastasis associated transcript 3	ncRNA
chr12:84180923-84181356:282	chr14	73746738	73746738	+	-1	NA	intron (NM_001043318, intron 1 of 11)	intron (NM_001043318, intron 1 of 11)	-12009	NR_039727	100616158		NR_039727	ENSG00000264741	MIR4505	mir-4505	microRNA 4505	ncRNA
chr17:10095590-10096367:156	chr6	163710050	163710050	+	-1	NA	Intergenic	Intergenic	-38566	NR_134620	102724152		NR_134620		LOC102724152	-	uncharacterized LOC102724152	ncRNA
chr14:121589851-121590364:177	chr13	98843631	98843631	+	-1	NA	intron (NM_001318849, intron 38 of 54)	intron (NM_001318849, intron 38 of 54)	11547	NR_046663	100874096		NR_046663	ENSG00000229918	DOCK9-AS1	-	DOCK9 antisense RNA 1	ncRNA
chr12:110431880-110432230:178	chr14	101736938	101736938	+	-1	NA	Intergenic	Intergenic	6501	NR_026774	145200		NR_026774	ENSG00000258512	LINC00239	C14orf72|NCRNA00239	long intergenic non-protein coding RNA 239	ncRNA
chr12:34664824-34665067:138	chr7	18345836	18345836	+	-1	NA	intron (NM_001321896, intron 1 of 12)	intron (NM_001321896, intron 1 of 12)	55744	NM_001321896	9734		NM_014707	ENSG00000048052	HDAC9	ARCND4|HD7|HD7b|HD9|HDAC|HDAC7|HDAC7B|HDAC9B|HDAC9FL|HDRP|MITR	histone deacetylase 9	protein-coding
chr2:133533780-133533936:77	chr20	6744986	6744986	+	-1	NA	Intergenic	Intergenic	-8850	NR_146909	105372516		NR_146909		LINC01713	-	long intergenic non-protein coding RNA 1713	ncRNA
chr3:52766928-52767820:652	chr13	40059845	40059845	+	-1	NA	Intergenic	Intergenic	-121964	NR_046870	100874127		NR_046870		LINC00332	NCRNA00332	long intergenic non-protein coding RNA 332	ncRNA
chr11:16261145-16261537:265	chr7	54546921	54546921	+	-1	NA	intron (NR_133927, intron 1 of 3)	CpG	757	NR_133927	222008		NM_182546	ENSG00000170419	VSTM2A	VSTM2	V-set and transmembrane domain containing 2A	protein-coding
chr3:85195024-85195492:375	chr4	152112072	152112072	+	-1	NA	Intergenic	LTR33|LTR|ERVL	11254	NR_121627	100996286		NR_121627	ENSG00000245954	LINC02273	-	long intergenic non-protein coding RNA 2273	ncRNA
chr11:94570366-94571247:458	chr17	50463046	50463046	+	-1	NA	intron (NM_001288972, intron 6 of 15)	MIR3|SINE|MIR	-5283	NR_110232	80221		NM_025149	ENSG00000167107	ACSF2	ACSMW|AVYV493	acyl-CoA synthetase family member 2	protein-coding
chr10:119031456-119032316:684	chr12	67483070	67483070	+	-1	NA	Intergenic	L2c|LINE|L2	-37012	NR_103861	100507175		NR_103861	ENSG00000203585	LINC02408	-	long intergenic non-protein coding RNA 2408	ncRNA
chr18:65693272-65693890:480	chr18	58991324	58991324	+	-1	NA	Intergenic	Intergenic	-44355	NR_024021	390858		NR_024021		OACYLP	ACYL3P	O-acyltransferase like, pseudogene	pseudo
chr18:11978183-11979025:592	chr18	23282758	23282758	+	-1	NA	Intergenic	Intergenic	126933	NM_138375	91768		NM_138375	ENSG00000134508	CABLES1	CABL1|CABLES|HsT2563|IK3-1	Cdk5 and Abl enzyme substrate 1	protein-coding
chr11:96934892-96935445:307	chr17	47952533	47952533	+	-1	NA	3' UTR (NM_024320, exon 2 of 2)	3' UTR (NM_024320, exon 2 of 2)	5350	NM_024320	79170		NM_024320	ENSG00000167183	PRR15L	ATAD4	proline rich 15 like	protein-coding
chr5:73881896-73882495:381	chr4	52422213	52422213	+	-1	NA	Intergenic	Intergenic	234326	NM_001134223	64854		NM_022832	ENSG00000109189	USP46	-	ubiquitin specific peptidase 46	protein-coding
chr18:61570773-61571388:380	chr5	149518596	149518596	+	-1	NA	intron (NM_001025105, intron 4 of 10)	intron (NM_001025105, intron 4 of 10)	31769	NM_001271742	1452		NM_001892	ENSG00000113712	CSNK1A1	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	casein kinase 1 alpha 1	protein-coding
chr13:75752602-75752974:166	chr5	95910681	95910681	+	-1	NA	intron (NM_012081, intron 4 of 11)	intron (NM_012081, intron 4 of 11)	51170	NM_012081	22936		NM_012081	ENSG00000118985	ELL2	MRCCAT1	elongation factor for RNA polymerase II 2	protein-coding
chr6:92014864-92015544:210	chr3	14848021	14848021	+	-1	NA	intron (NM_152536, intron 1 of 19)	intron (NM_152536, intron 1 of 19)	29059	NM_152536	152273		NM_152536	ENSG00000154783	FGD5	ZFYVE23	FYVE, RhoGEF and PH domain containing 5	protein-coding
chr13:45576149-45576869:268	chr6	16337524	16337524	+	-1	NA	intron (NM_000332, intron 7 of 8)	intron (NM_000332, intron 7 of 8)	98937	NM_006877	2766		NM_006877	ENSG00000137198	GMPR	GMPR 1|GMPR1	guanosine monophosphate reductase	protein-coding
chr18:68589723-68591303:1152	chr18	56459025	56459025	+	-1	NA	Intergenic	Intergenic	179567	NR_024546	9352		NM_004786	ENSG00000091164	TXNL1	HEL-S-114|TRP32|TXL-1|TXNL|Txl	thioredoxin like 1	protein-coding
chr15:25716897-25717368:299	chr5	16791243	16791243	+	-1	NA	intron (NM_012334, intron 4 of 40)	intron (NM_012334, intron 4 of 40)	145045	NM_012334	4651		NM_012334	ENSG00000145555	MYO10	MyoX	myosin X	protein-coding
chr2:135560395-135560956:120	chr20	8965313	8965313	+	-1	NA	Intergenic	Intergenic	-103365	NM_001377134	5332		NM_000933	ENSG00000101333	PLCB4	ARCND2|ARCND2A|ARCND2B|PI-PLC	phospholipase C beta 4	protein-coding
chr14:76760445-76760819:151	chr13	44161088	44161088	+	-1	NA	intron (NM_024058, intron 1 of 2)	intron (NM_024058, intron 1 of 2)	169	NM_024058	79024		NM_024058	ENSG00000139656	SMIM2	C13orf44	small integral membrane protein 2	protein-coding
chr2:130730742-130731146:249	chr20	3281843	3281843	+	-1	NA	intron (NM_001009984, intron 27 of 36)	intron (NM_001009984, intron 27 of 36)	-42653	NR_135000	83959		NM_032034	ENSG00000088836	SLC4A11	BTR1|CDPD1|CHED|CHED2|NABC1|dJ794I6.2	solute carrier family 4 member 11	protein-coding
chr10:93297822-93298640:133	chr12	96209404	96209404	+	-1	NA	intron (NM_005230, intron 1 of 4)	intron (NM_005230, intron 1 of 4)	15029	NM_005230	2004		NM_005230	ENSG00000111145	ELK3	ERP|NET|SAP-2|SAP2	ETS transcription factor ELK3	protein-coding
chr2:57117612-57117865:121	chr2	156335683	156335683	+	-1	NA	TTS (NR_147695)	TTS (NR_147695)	-2962	NM_006186	4929		NM_006186	ENSG00000153234	NR4A2	HZF-3|IDLDP|NOT|NURR1|RNR1|TINUR	nuclear receptor subfamily 4 group A member 2	protein-coding
chr14:76819453-76820192:339	chr13	44106529	44106529	+	-1	NA	intron (NR_132368, intron 3 of 3)	intron (NR_132368, intron 3 of 3)	-4020	NR_104065	101929212		NR_104064	ENSG00000227258	SMIM2-AS1	C13orf44-AS1|C3orf81-AS1	SMIM2 antisense RNA 1	ncRNA
chr9:43098956-43099276:172	chr11	120342320	120342320	+	-1	NA	intron (NM_015313, intron 1 of 40)	L3b|LINE|CR1	5907	NM_001198665	23365		NM_015313	ENSG00000196914	ARHGEF12	LARG|PRO2792	Rho guanine nucleotide exchange factor 12	protein-coding
chr16:31211637-31211992:197	chr3	195453410	195453410	+	-1	NA	Intergenic	Intergenic	-10390	NM_012287	23527		NM_012287	ENSG00000114331	ACAP2	CENTB2|CNT-B2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	protein-coding
chr11:106382266-106382860:426	chr17	64006863	64006863	+	-1	NA	promoter-TSS (NM_000873)	promoter-TSS (NM_000873)	60	NM_000873	3384		NM_000873	ENSG00000108622	ICAM2	CD102	intercellular adhesion molecule 2	protein-coding
chr2:93319651-93320172:200	chr11	44753743	44753743	+	-1	NA	intron (NM_130783, intron 1 of 9)	intron (NM_130783, intron 1 of 9)	26781	NM_130783	90139		NM_130783	ENSG00000157570	TSPAN18	TSPAN	tetraspanin 18	protein-coding
chr11:51631655-51631979:186	chr5	178136616	178136616	+	-1	NA	intron (NM_001288795, intron 3 of 10)	intron (NM_001288795, intron 3 of 10)	5602	NM_022762	64777		NM_022762	ENSG00000145916	RMND5B	GID2|GID2B	required for meiotic nuclear division 5 homolog B	protein-coding
chr17:25067327-25067889:248	chr16	1545554	1545554	+	-1	NA	intron (NM_024600, intron 2 of 2)	intron (NM_024600, intron 2 of 2)	11888	NM_024600	79652		NM_024600	ENSG00000131634	TMEM204	C16orf30|CLP24	transmembrane protein 204	protein-coding
chr7:73246038-73246393:174	chr15	93250446	93250446	+	-1	NA	Intergenic	MIRc|SINE|MIR	44380	NM_001365393								
chr3:105815367-105815595:114	chr1	111604160	111604160	+	-1	NA	intron (NR_034126, intron 3 of 4)	intron (NR_034126, intron 3 of 4)	4158	NR_034126	100129269		NR_034126		LINC01160	-	long intergenic non-protein coding RNA 1160	ncRNA
chr13:56549351-56549898:220	chr5	135956547	135956547	+	-1	NA	Intergenic	MLT1H|LTR|ERVL-MaLR	-1564	NM_002302	3950		NM_002302	ENSG00000145826	LECT2	chm-II|chm2	leukocyte cell derived chemotaxin 2	protein-coding
chr6:33515349-33515841:314	chr7	133559905	133559905	+	-1	NA	intron (NM_021807, intron 9 of 17)	intron (NM_021807, intron 9 of 17)	264983	NR_120513	101928861		NR_120513		LOC101928861	-	uncharacterized LOC101928861	ncRNA
chr5:149514070-149514733:488	chr13	31035619	31035619	+	-1	NA	Intergenic	Intergenic	102963	NM_001353391	122046		NM_152325	ENSG00000175664	TEX26	C13orf26	testis expressed 26	protein-coding
chrX:169036387-169037169:511	chrX	11427518	11427518	+	-1	NA	intron (NR_109776, intron 1 of 14)	CpG	300	NM_001287242	395		NM_001174	ENSG00000047648	ARHGAP6	RHOGAP6|RHOGAPX-1	Rho GTPase activating protein 6	protein-coding
chr8:87619209-87619600:159	chr16	49441621	49441621	+	-1	NA	Intergenic	Intergenic	67817	NM_144602	123970		NM_144602	ENSG00000166152	C16orf78	-	chromosome 16 open reading frame 78	protein-coding
chr19:21175588-21175934:181	chr9	72440566	72440566	+	-1	NA	Intergenic	Intergenic	-75358	NM_006007	7763		NM_006007	ENSG00000107372	ZFAND5	ZA20D2|ZFAND5A|ZNF216	zinc finger AN1-type containing 5	protein-coding
chr18:47330747-47331628:601	chr5	116534365	116534365	+	-1	NA	intron (NM_001300780, intron 1 of 19)	intron (NM_001300780, intron 1 of 19)	-40053	NR_147170	105379132		NR_147170	ENSG00000249167	SEMA6A-AS2	-	SEMA6A antisense RNA 2	ncRNA
chr18:73752034-73752376:152	chr18	50969950	50969950	+	-1	NA	intron (NM_018696, intron 1 of 3)	intron (NM_018696, intron 1 of 3)	1910	NM_018696	55520		NM_018696	ENSG00000141642	ELAC1	D29	elaC ribonuclease Z 1	protein-coding
chr6:128075478-128076070:287	chr12	3152208	3152208	+	-1	NA	intron (NM_006675, intron 2 of 8)	intron (NM_006675, intron 2 of 8)	74829	NM_006675	10867		NM_006675	ENSG00000011105	TSPAN9	NET-5|NET5|PP1057	tetraspanin 9	protein-coding
chr19:21913787-21914592:640	chr9	71637593	71637593	+	-1	NA	Intergenic	Intergenic	130920	NM_013390	23670		NM_013390	ENSG00000135048	CEMIP2	TMEM2	cell migration inducing hyaluronidase 2	protein-coding
chr17:83977583-83978345:296	chr2	42951316	42951316	+	-1	NA	Intergenic	Intergenic	88227	NR_110585	102723854		NR_110585	ENSG00000231826	LINC01819	KPRT4|LINC02590	long intergenic non-protein coding RNA 1819	ncRNA
chr4:95319031-95319526:189	chr1	59058789	59058789	+	-1	NA	intron (NR_110626, intron 2 of 2)	intron (NR_110626, intron 2 of 2)	38313	NR_110626	101926925		NR_110626		LINC01358	-	long intergenic non-protein coding RNA 1358	ncRNA
chr7:17056030-17056311:123	chr19	46304259	46304259	+	-1	NA	intron (NM_022462, intron 2 of 13)	CpG-14749	640	NM_152794	64344		NM_022462	ENSG00000124440	HIF3A	HIF-3A|HIF3-alpha-1|IPAS|MOP7|PASD7|bHLHe17	hypoxia inducible factor 3 subunit alpha	protein-coding
chr1:136140035-136140642:146	chr1	201014533	201014533	+	-1	NA	intron (NM_017596, intron 1 of 33)	intron (NM_017596, intron 1 of 33)	9181	NM_001252102	23046		NM_017596	ENSG00000116852	KIF21B	-	kinesin family member 21B	protein-coding
chr14:67097798-67098627:539	chr8	26266057	26266057	+	-1	NA	Intergenic	Intergenic	-25451	NM_002717	5520		NM_002717	ENSG00000221914	PPP2R2A	B55A|B55ALPHA|PR52A|PR55A|PR55alpha	protein phosphatase 2 regulatory subunit Balpha	protein-coding
chr4:47948193-47948781:223	chr9	99732287	99732287	+	-1	NA	intron (NR_109802, intron 2 of 6)	intron (NR_109802, intron 2 of 6)	87602	NR_109802	101928438		NR_109802	ENSG00000237461	LOC101928438	-	uncharacterized LOC101928438	ncRNA
chr4:101172776-101173117:200	chr1	64856770	64856770	+	-1	NA	intron (NM_001321856, intron 10 of 24)	intron (NM_001321856, intron 10 of 24)	109779	NM_001321857	3716		NM_002227	ENSG00000162434	JAK1	AIIDE|JAK1A|JAK1B|JTK3	Janus kinase 1	protein-coding
chr2:18821417-18822269:467	chr10	22499321	22499321	+	-1	NA	Intergenic	Intergenic	-61392	NR_036533	100499489		NR_036533		LINC03027	-	long intergenic non-protein coding RNA 3027	ncRNA
chr9:79977464-79978161:660	chr6	75494116	75494116	+	-1	NA	promoter-TSS (NM_001300866)	promoter-TSS (NM_001300866)	-316	NM_001289987	27145		NM_015687	ENSG00000118407	FILIP1	FILIP|NMDF	filamin A interacting protein 1	protein-coding
chr12:112949993-112950797:609	chr14	105197017	105197017	+	-1	NA	Intergenic	CpG	-15694	NM_001318380	256281		NM_177533	ENSG00000183828	NUDT14	UGPP|UGPPase	nudix hydrolase 14	protein-coding
chr9:102777486-102778494:229	chr3	134315584	134315584	+	-1	NA	intron (NR_146711, intron 1 of 1)	intron (NR_146711, intron 1 of 1)	2008	NR_146711	105374119		NR_146711	ENSG00000240006	LINC02004	-	long intergenic non-protein coding RNA 2004	ncRNA
chr16:34325862-34326260:218	chr3	124313449	124313449	+	-1	NA	intron (NM_001322990, intron 6 of 33)	intron (NM_001322990, intron 6 of 33)	-60883	NR_106731	102464832		NR_106731	ENSG00000276656	MIR6083	hsa-mir-6083	microRNA 6083	ncRNA
chr3:102723738-102724455:296	chr1	115099792	115099792	+	-1	NA	Intergenic	Intergenic	-10289	NM_005725	10100		NM_005725	ENSG00000134198	TSPAN2	NET3|TSN2|TSPAN-2	tetraspanin 2	protein-coding
chr2:172940046-172940945:258	chr20	57266356	57266356	+	-1	NA	5' UTR (NM_001719, exon 1 of 7)	5' UTR (NM_001719, exon 1 of 7)	285	NM_001719	655		NM_001719	ENSG00000101144	BMP7	OP-1	bone morphogenetic protein 7	protein-coding
chr6:32493464-32494104:351	chr7	132486450	132486450	+	-1	NA	intron (NM_181775, intron 4 of 4)	intron (NM_181775, intron 4 of 4)	90020	NM_001105543	91584		NM_020911	ENSG00000221866	PLXNA4	FAYV2820|PLEXA4|PLXNA4A|PLXNA4B|PRO34003	plexin A4	protein-coding
chr14:31930299-31930937:386	chr3	15979769	15979769	+	-1	NA	Intergenic	MLT1H2|LTR|ERVL-MaLR	105998	NR_030289	693148		NR_030289	ENSG00000207815	MIR563	MIRN563|hsa-mir-563	microRNA 563	ncRNA
chr10:44071036-44071502:268	chr6	106446496	106446496	+	-1	NA	intron (NM_001371242, intron 1 of 21)	intron (NM_001371242, intron 1 of 21)	10752	NR_134603	105377924		NR_134603	ENSG00000282408	LOC105377924	-	uncharacterized LOC105377924	ncRNA
chr19:47909622-47910118:173	chr10	104328634	104328634	+	-1	NA	intron (NM_001272013, intron 1 of 1)	intron (NM_001272013, intron 1 of 1)	358	NM_001272012	85450		NM_033397	ENSG00000148841	ITPRIP	D1A|DANGER|KIAA1754|bA127L20|bA127L20.2	inositol 1,4,5-trisphosphate receptor interacting protein	protein-coding
chr1:89463188-89463470:147	chr2	235501514	235501514	+	-1	NA	intron (NM_001037131, intron 1 of 17)	intron (NM_001037131, intron 1 of 17)	-4237	NR_131900	100506749		NR_131900	ENSG00000235529	AGAP1-IT1	-	AGAP1 intronic transcript 1	ncRNA
chr5:74260040-74260713:432	chr4	52948533	52948533	+	-1	NA	intron (NM_152540, intron 5 of 8)	MIRc|SINE|MIR	86216	NM_023940	65997		NM_023940	ENSG00000128045	RASL11B	-	RAS like family 11 member B	protein-coding
chr16:31066230-31067206:691	chr3	195256635	195256635	+	-1	NA	intron (NM_152531, intron 1 of 3)	intron (NM_152531, intron 1 of 3)	-8715	NM_001308069	152002		NM_152531	ENSG00000173950	XXYLT1	C3orf21	xyloside xylosyltransferase 1	protein-coding
chr2:29820148-29820784:471	chr9	128365114	128365114	+	-1	NA	intron (NR_031672, intron 2 of 2).4	intron (NR_031672, intron 2 of 2).4	-6205	NM_001135947	81605		NM_030914	ENSG00000167118	URM1	C9orf74	ubiquitin related modifier 1	protein-coding
chr18:61643771-61644105:139	chr5	149434618	149434618	+	-1	NA	Intergenic	Intergenic	3972	NR_029686	406937		NR_029686	ENSG00000276365	MIR145	MIRN145|miR-145|miRNA145	microRNA 145	ncRNA
chr13:101811861-101812432:316	chr5	68171272	68171272	+	-1	NA	Intergenic	Intergenic	-18604	NR_105003	102467655		NR_105003	ENSG00000253787	LINC02219	-	long intergenic non-protein coding RNA 2219	ncRNA
chr3:55520584-55520805:109	chr13	35789510	35789510	+	-1	NA	intron (NM_001195415, intron 12 of 13)	intron (NM_001195415, intron 12 of 13)	66157	NM_001195430	9201		NM_004734	ENSG00000133083	DCLK1	CL1|CLICK1|DCAMKL1|DCDC3A|DCLK	doublecortin like kinase 1	protein-coding
chrX:12134584-12134782:108	chrX	40153079	40153079	+	-1	NA	intron (NM_001123384, intron 1 of 13)	CpG	24198	NM_001123384	54880		NM_017745	ENSG00000183337	BCOR	ANOP2|MAA2|MCOPS2	BCL6 corepressor	protein-coding
chr8:80913042-80913421:143	chr4	143302744	143302744	+	-1	NA	Intergenic	Intergenic	-34132	NM_002039	2549		NM_002039	ENSG00000109458	GAB1	DFNB26	GRB2 associated binding protein 1	protein-coding
chr1:169159532-169160135:136	chr1	163771766	163771766	+	-1	NA	Intergenic	L2|LINE|L2	-348575	NR_104294	100422212		NR_104294		LOC100422212	-	eukaryotic translation initiation factor 3 subunit J pseudogene	pseudo
chr15:82963409-82964144:443	chr22	42343913	42343913	+	-1	NA	Intergenic	G-rich|Low_complexity|Low_complexity	25295	NR_120597	102723775		NR_120595	ENSG00000229891	LINC01315	C22orf32-1|lnc-C22orf32-1	long intergenic non-protein coding RNA 1315	ncRNA
chr2:33755184-33756014:84	chr9	126481134	126481134	+	-1	NA	intron (NM_033446, intron 7 of 9)	intron (NM_033446, intron 7 of 9)	-70630	NR_045006	641373		NR_045006		NRON	NCRNA00194	non-coding repressor of NFAT	ncRNA
